,date,covidOccupiedMVBeds,cumAdmissions,hospitalCases,newAdmissions,areaName,dailyCases,cumulativeCases,population
1035,2023-02-01,136.0,960276,6055.0,780,England,3214,20539699,"56,536,419"
1036,2023-02-02,142.0,960989,6197.0,713,England,2956,20542655,"56,536,419"
1037,2023-02-03,139.0,961562,6288.0,573,England,2751,20545406,"56,536,419"
1038,2023-02-04,137.0,962230,6203.0,668,England,2223,20547629,"56,536,419"
1039,2023-02-05,134.0,962977,6332.0,747,England,2616,20550245,"56,536,419"
1040,2023-02-06,128.0,963802,6484.0,825,England,3621,20553866,"56,536,419"
1041,2023-02-07,132.0,964619,6405.0,817,England,3395,20557261,"56,536,419"
1042,2023-02-08,117.0,965387,6382.0,768,England,3335,20560596,"56,536,419"
1043,2023-02-09,118.0,966205,6403.0,818,England,3043,20563639,"56,536,419"
1044,2023-02-10,133.0,966848,6455.0,643,England,3051,20566690,"56,536,419"
1045,2023-02-11,128.0,967591,6473.0,743,England,2396,20569086,"56,536,419"
1046,2023-02-12,123.0,968457,6725.0,866,England,2920,20572006,"56,536,419"
1047,2023-02-13,129.0,969406,6953.0,949,England,4549,20576555,"56,536,419"
1048,2023-02-14,140.0,970318,7031.0,912,England,4356,20580911,"56,536,419"
1049,2023-02-15,137.0,971296,7209.0,978,England,3894,20584805,"56,536,419"
1050,2023-02-16,139.0,972255,7277.0,959,England,4005,20588810,"56,536,419"
1051,2023-02-17,134.0,973040,7371.0,785,England,3780,20592590,"56,536,419"
1052,2023-02-18,137.0,973789,7484.0,749,England,2907,20595497,"56,536,419"
1053,2023-02-19,146.0,974701,7665.0,912,England,3435,20598932,"56,536,419"
1054,2023-02-20,149.0,975684,7919.0,983,England,4552,20603484,"56,536,419"
1055,2023-02-21,154.0,976651,7906.0,967,England,4326,20607810,"56,536,419"
1056,2023-02-22,164.0,977530,8015.0,879,England,3855,20611665,"56,536,419"
1057,2023-02-23,155.0,978375,8107.0,845,England,3475,20615140,"56,536,419"
1058,2023-02-24,156.0,979040,7598.0,665,England,3112,20618252,"56,536,419"
1059,2023-02-25,156.0,979769,7486.0,729,England,2529,20620781,"56,536,419"
1060,2023-02-26,163.0,980662,7580.0,893,England,2901,20623682,"56,536,419"
1061,2023-02-27,168.0,981595,7622.0,933,England,4319,20628001,"56,536,419"
1062,2023-02-28,169.0,982537,7598.0,942,England,4147,20632148,"56,536,419"
1063,2023-03-01,175.0,983530,7507.0,993,England,3973,20636121,"56,536,419"
1064,2023-03-02,166.0,984477,7522.0,947,England,3565,20639686,"56,536,419"
1065,2023-03-03,158.0,985227,7468.0,750,England,3421,20643107,"56,536,419"
1066,2023-03-04,141.0,985970,7330.0,743,England,2572,20645679,"56,536,419"
1067,2023-03-05,147.0,986844,7470.0,874,England,3155,20648834,"56,536,419"
1068,2023-03-06,152.0,987883,7572.0,1039,England,4577,20653411,"56,536,419"
1069,2023-03-07,158.0,988928,7588.0,1045,England,4455,20657866,"56,536,419"
1070,2023-03-08,166.0,990050,7655.0,1122,England,4318,20662184,"56,536,419"
1071,2023-03-09,167.0,991028,7619.0,978,England,3961,20666145,"56,536,419"
1072,2023-03-10,180.0,991811,7935.0,783,England,3592,20669737,"56,536,419"
1073,2023-03-11,167.0,992681,7866.0,870,England,3084,20672821,"56,536,419"
1074,2023-03-12,188.0,993752,7989.0,1071,England,4026,20676847,"56,536,419"
1075,2023-03-13,174.0,994941,8253.0,1189,England,5289,20682136,"56,536,419"
1076,2023-03-14,183.0,996041,8362.0,1100,England,5072,20687208,"56,536,419"
1077,2023-03-15,184.0,997052,8434.0,1011,England,4371,20691579,"56,536,419"
1078,2023-03-16,179.0,998128,8378.0,1076,England,4351,20695930,"56,536,419"
1079,2023-03-17,172.0,998970,8340.0,842,England,3718,20699648,"56,536,419"
1080,2023-03-18,176.0,999823,8339.0,853,England,3105,20702753,"56,536,419"
1081,2023-03-19,174.0,1000872,8441.0,1049,England,3683,20706436,"56,536,419"
1082,2023-03-20,175.0,1001891,8631.0,1019,England,4730,20711166,"56,536,419"
1083,2023-03-21,173.0,1002956,8576.0,1065,England,4747,20715913,"56,536,419"
1084,2023-03-22,172.0,1003984,8387.0,1028,England,4323,20720236,"56,536,419"
1085,2023-03-23,176.0,1004995,8403.0,1011,England,3969,20724205,"56,536,419"
1086,2023-03-24,170.0,1005757,8304.0,762,England,3744,20727949,"56,536,419"
1087,2023-03-25,178.0,1006487,8234.0,730,England,2748,20730697,"56,536,419"
1088,2023-03-26,179.0,1007312,8265.0,825,England,3156,20733853,"56,536,419"
1089,2023-03-27,179.0,1008198,8316.0,886,England,3924,20737777,"56,536,419"
1090,2023-03-28,185.0,1009132,8080.0,934,England,3597,20741374,"56,536,419"
1091,2023-03-29,192.0,1010153,7963.0,1021,England,3438,20744812,"56,536,419"
1092,2023-03-30,193.0,1011000,7777.0,847,England,3050,20747862,"56,536,419"
1093,2023-03-31,186.0,1011699,7759.0,699,England,2509,20750371,"56,536,419"
1094,2023-04-01,164.0,1012417,7520.0,718,England,2083,20752454,"56,536,419"
1095,2023-04-02,170.0,1013188,7556.0,771,England,2249,20754703,"56,536,419"
1096,2023-04-03,166.0,1013958,7566.0,770,England,2457,20757160,"56,536,419"
1097,2023-04-04,165.0,1014744,7455.0,786,England,2185,20759345,"56,536,419"
1098,2023-04-05,165.0,1015518,7005.0,774,England,2237,20761582,"56,536,419"
1099,2023-04-06,137.0,1016137,6829.0,619,England,1966,20763548,"56,536,419"
1100,2023-04-07,144.0,1016657,6599.0,520,England,1599,20765147,"56,536,419"
1101,2023-04-08,145.0,1017183,6462.0,526,England,1531,20766678,"56,536,419"
1102,2023-04-09,136.0,1017795,6372.0,612,England,1643,20768321,"56,536,419"
1103,2023-04-10,143.0,1018514,7029.0,719,England,2133,20770454,"56,536,419"
1104,2023-04-11,138.0,1019237,6593.0,723,England,2281,20772735,"56,536,419"
1105,2023-04-12,135.0,1019865,6428.0,628,England,2055,20774790,"56,536,419"
1106,2023-04-13,138.0,1020485,6277.0,620,England,1880,20776670,"56,536,419"
1107,2023-04-14,143.0,1020977,6013.0,492,England,1553,20778223,"56,536,419"
1108,2023-04-15,142.0,1021486,5793.0,509,England,1271,20779494,"56,536,419"
1109,2023-04-16,152.0,1022062,5764.0,576,England,1788,20781282,"56,536,419"
1110,2023-04-17,134.0,1022721,5756.0,659,England,2059,20783341,"56,536,419"
1111,2023-04-18,126.0,1023278,5619.0,557,England,1803,20785144,"56,536,419"
1112,2023-04-19,118.0,1023844,5590.0,566,England,1704,20786848,"56,536,419"
1113,2023-04-20,114.0,1024337,5412.0,493,England,1488,20788336,"56,536,419"
1114,2023-04-21,112.0,1024765,5182.0,428,England,1343,20789679,"56,536,419"
1115,2023-04-22,109.0,1025176,4988.0,411,England,1191,20790870,"56,536,419"
1116,2023-04-23,120.0,1025746,4978.0,570,England,1432,20792302,"56,536,419"
1117,2023-04-24,99.0,1026271,5043.0,525,England,1706,20794008,"56,536,419"
1118,2023-04-25,96.0,1026782,4924.0,511,England,1604,20795612,"56,536,419"
1119,2023-04-26,101.0,1027321,4809.0,539,England,1569,20797181,"56,536,419"
1120,2023-04-27,105.0,1027846,4710.0,525,England,1514,20798695,"56,536,419"
1121,2023-04-28,94.0,1028250,4631.0,404,England,1369,20800064,"56,536,419"
1122,2023-04-29,94.0,1028644,4395.0,394,England,1211,20801275,"56,536,419"
1123,2023-04-30,110.0,1029072,4554.0,428,England,1240,20802515,"56,536,419"
1124,2023-05-01,110.0,1029589,4592.0,517,England,1651,20804166,"56,536,419"
1125,2023-05-02,118.0,1030094,4646.0,505,England,1777,20805943,"56,536,419"
1126,2023-05-03,124.0,1030544,4585.0,450,England,1526,20807469,"56,536,419"
1127,2023-05-04,113.0,1030987,4431.0,443,England,1479,20808948,"56,536,419"
1128,2023-05-05,100.0,1031393,4350.0,406,England,1198,20810146,"56,536,419"
1129,2023-05-06,104.0,1031775,4253.0,382,England,934,20811080,"56,536,419"
1130,2023-05-07,107.0,1032135,4224.0,360,England,1109,20812189,"56,536,419"
1131,2023-05-08,102.0,1032591,4292.0,456,England,1328,20813517,"56,536,419"
1132,2023-05-09,97.0,1033048,4223.0,457,England,1447,20814964,"56,536,419"
1133,2023-05-10,100.0,1033507,4207.0,459,England,1267,20816231,"56,536,419"
1134,2023-05-11,88.0,1033913,3980.0,406,England,1196,20817427,"56,536,419"
1135,2023-05-12,102.0,1034222,3928.0,309,England,948,20818375,"56,536,419"
1136,2023-05-13,105.0,1034493,3825.0,271,England,782,20819157,"56,536,419"
1137,2023-05-14,99.0,1034838,3802.0,345,England,1030,20820187,"56,536,419"
1138,2023-05-15,96.0,1035212,3719.0,374,England,1139,20821326,"56,536,419"
1139,2023-05-16,102.0,1035595,3632.0,383,England,1069,20822395,"56,536,419"
1140,2023-05-17,89.0,1035945,3550.0,350,England,991,20823386,"56,536,419"
1141,2023-05-18,90.0,1036288,3471.0,343,England,974,20824360,"56,536,419"
1142,2023-05-19,92.0,1036541,3362.0,253,England,881,20825241,"56,536,419"
1143,2023-05-20,88.0,1036788,3246.0,247,England,717,20825958,"56,536,419"
1144,2023-05-21,84.0,1037116,3207.0,328,England,881,20826839,"56,536,419"
1145,2023-05-22,81.0,1037480,3133.0,364,England,1095,20827934,"56,536,419"
1146,2023-05-23,85.0,1037861,3114.0,381,England,1041,20828975,"56,536,419"
1147,2023-05-24,81.0,1038201,3116.0,340,England,922,20829897,"56,536,419"
1148,2023-05-25,82.0,1038523,3009.0,322,England,821,20830718,"56,536,419"
1149,2023-05-26,79.0,1038769,2983.0,246,England,708,20831426,"56,536,419"
1150,2023-05-27,79.0,1038988,2820.0,219,England,567,20831993,"56,536,419"
1151,2023-05-28,75.0,1039245,2772.0,257,England,596,20832589,"56,536,419"
1152,2023-05-29,67.0,1039544,2831.0,299,England,746,20833335,"56,536,419"
1153,2023-05-30,69.0,1039861,2775.0,317,England,780,20834115,"56,536,419"
1154,2023-05-31,77.0,1040151,2780.0,290,England,813,20834928,"56,536,419"
